establishment_id,establishment_number,EstNumber_0,EstNumber_1,EstNumber_2,EstNumber_3,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,Establishment Number,Modified Line Speed Flag,load_date,modified_line_speed_flag,est_status,LatestMPIActiveDate,standardized_name,company_name,grant_date_key,inspection_system_npis,inspection_system_npis_waiver,inspection_system_nsis,slaughter,processing,meat_slaughter,poultry_slaughter,young_chicken_slaughter,young_turkey_slaughter,meat_processing,poultry_processing,egg_processing,processing_volume_category,slaughter_volume_category,listeria_alternative,young_chicken_carcasses_category,young_turkey_carcasses_category,comminuted_chicken_category,comminuted_turkey_category,chicken_parts_category,category_start_date,category_end_date
1201,M5401+P5401,M5401,P5401,,,"Leidy's, LLC",,110 Mort Drive ,Easton,PA,18040,(215) 723-4606,2026-04-30,Meat Processing; Poultry Processing,Alderfer; Bethlehem Sausage Works; Indian Valley Farms; Kocher's; Leidy's,60,6040,Small,40.740766013386,-75.225611000893,Northampton County,42095,,N,2026-08-24,N,Active,,"Leidy's, LLC",Alderfer,20260430,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,,,
1202,M5402,M5402,,,,Beef Burger Corp.,,7013 Madison Street ,Guttenberg,NJ,07093,(201) 869-5909,2013-09-25,Meat Processing,Montana Beef,80,8023,Very Small,40.797086996397,-74.01147497539,Hudson County,34017,,N,2026-08-24,N,Active,,Beef Burger Corp.,Montana Beef,20130925,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
6166851,M541+P541,M541,P541,,,Mar-View Farms LLC,,627 Buford Rd. ,Arabi,GA,31712,(786) 210-6544,2025-06-24,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,,85,8501,Very Small,31.806579992085,-83.784969963033,Crisp County,13081,,N,2026-08-24,N,Active,,Mar-View Farms LLC,Mar-View Farms LLC,20250624,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,3,1,,,,,,,,
1204,M5411+P5411,M5411,P5411,,,Schmalz European Provision Inc.,,66 Fadem Road ,Springfield,NJ,07081,(973) 379-4662,2021-07-23,Meat Processing; Poultry Processing,,80,8020,Small,40.683530983833,-74.311725978885,Union County,34039,,N,2026-08-24,N,Active,,Schmalz European Provision Inc.,Schmalz European Provision Inc.,20210723,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
1205,M5414+P5414,M5414,P5414,,,Pulaski Meat Products Company Inc.,,123 N.Wood Avenue ,Linden,NJ,07036,(908) 925-5380,2021-07-12,Meat Processing; Poultry Processing,,80,8020,Small,40.630822014357,-74.253410983017,Union County,34039,,N,2026-08-24,N,Active,,Pulaski Meat Products Company Inc.,Pulaski Meat Products Company Inc.,20210712,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
1206,M5421+P5421+V5421,M5421,P5421,V5421,,"Spolem Provisions,LLC",,482 Whitehead Road ,Hamilton,NJ,08619,(609) 695-5068,2021-07-20,Certification - Export; Meat Processing; Poultry Processing,Loeffler's Gourmet & Mercer Meats,80,8012,Very Small,40.245280556868,-74.726047184782,Mercer County,34021,,N,2026-08-24,N,Active,,"Spolem Provisions,LLC",Loeffler's Gourmet & Mercer Meats,20210720,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
1207,M5424+P5424,M5424,P5424,,,Dutch's Meats Inc,,30 Morse Avenue ,Ewing,NJ,08638,(609) 882-2096,2021-10-07,Meat Processing; Poultry Processing,,80,8012,Small,40.246906305237,-74.772359885936,Mercer County,34021,,N,2026-08-24,N,Active,,Dutch's Meats Inc,Dutch's Meats Inc,20211007,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
6163665,M54242+P54242,M54242,P54242,,,"Flynns Farm, LLC",,5980 Zion Church Road ,Concord,NC,28025,(704) 721-3300,2018-07-16,,,80,80NC,Very Small,35.33438289,-80.57573697,Cabarrus County,37025,,N,2026-08-24,N,Inactive,2025-04-28,"Flynns Farm, LLC","Flynns Farm, LLC",20180716,,,,,,,,,,,,,,,,,,,,,,
6163680,M54245,M54245,,,,Mr. Basterma,,6550 Industrial Avenue ,Port Richey,FL,34668,(727) 631-7770,2018-06-22,,,85,8533,Very Small,28.27806899,-82.70578602,Pasco County,12101,,N,2026-08-24,N,Inactive,2025-05-05,Mr. Basterma,Mr. Basterma,20180622,,,,,,,,,,,,,,,,,,,,,,
6163707,M54246+P54246,M54246,P54246,,,SS Gainco LLC (Kings Butcher Shop),,104 South Ronks Road ,Ronks,PA,17572,(717) 687-7177,2018-05-07,,,60,6023,Very Small,40.008243,-76.16196598,Lancaster County,42071,,N,2026-08-24,N,Inactive,2023-11-15,SS Gainco LLC (Kings Butcher Shop),SS Gainco LLC (Kings Butcher Shop),20180507,,,,,,,,,,,,,,,,,,,,,,
6163718,M54247,M54247,,,,"A Small Good, LLC",,103 Smith Drive ,Hope,ME,04847,(413) 207-4745,2026-03-25,Meat Processing,Small Good,60,6025,Very Small,44.265842658591,-69.182713110551,Knox County,23013,,N,2026-08-24,N,Active,,"A Small Good, LLC",Small Good,20260325,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
6163728,M54248,M54248,,,,"Tropic Star Seafood, Inc.",877667451,3620 Ventura Dr. E. ,Lakeland,FL,33811,(863) 619-2278,2021-01-21,Meat Processing,,85,8527,Very Small,27.998799983411,-82.027841006419,Polk County,12105,,N,2026-08-24,N,Active,,"Tropic Star Seafood, Inc.","Tropic Star Seafood, Inc.",20210121,,,,,Yes,,,,,,,,2,,,,,,,,,
6163745,M54249+P54249,M54249,P54249,,,Victoria Livestock,,41 Victoria Street ,Newark,NJ,07114,(973) 856-6965,2020-06-25,Meat Processing; Meat Slaughter; Poultry Processing,Victoria Livestock & Poultry,80,8016,Very Small,40.707601001816,-74.195182991305,Essex County,34013,,N,2026-08-24,N,Active,,Victoria Livestock,Victoria Livestock & Poultry,20200625,,,,Yes,Yes,Yes,,,,Yes,,,4,2,,,,,,,,
1208,M5425,M5425,,,,"Salem Halal Meat Packaging, LLC",,705 Salem Quinton Road ,Salem,NJ,08079,(856) 935-1234,2021-10-27,Meat Processing; Meat Slaughter,,80,8013,Very Small,39.552622018174,-75.437183983362,Salem County,34033,,N,2026-08-24,N,Active,,"Salem Halal Meat Packaging, LLC","Salem Halal Meat Packaging, LLC",20211027,,,,Yes,,Yes,,,,,,,,3,,,,,,,,
6163748,M54251+P54251,M54251,P54251,,,Bagelinos,,"311 West Main Street Bldg 2, Bay 5",Rockaway,NJ,07866,(862) 432-9055,2020-08-17,Meat Processing; Poultry Processing,La Sierra; La Sierra Bakery; La Sierra Coffee; Sierra Coffee,80,8023,Small,40.895206979893,-74.518336036484,Morris County,34027,,N,2026-08-24,N,Active,,Bagelinos,La Sierra,20200817,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
6163770,M54253+P54253,M54253,P54253,,,Empanada Kitchen Happily Baked Corp,,"3425 Hancock Street Units 11, 12, 13, 14",San Diego,CA,92110,(617) 233-1965,2024-02-07,Meat Processing; Poultry Processing,,05,0518,Very Small,32.755815984102,-117.208343975809,San Diego County,06073,,N,2026-08-24,N,Active,,Empanada Kitchen Happily Baked Corp,Empanada Kitchen Happily Baked Corp,20240207,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
6163794,M54254+P54254,M54254,P54254,,,Cassava Bread LLC,,3929 N. Central Park Ave. ,Chicago,IL,60618,(872) 242-7088,2018-06-11,,,50,5003,Very Small,41.95291956,-87.71770621,Cook County,17031,,N,2026-08-24,N,Inactive,2024-12-03,Cassava Bread LLC,Cassava Bread LLC,20180611,,,,,,,,,,,,,,,,,,,,,,
6163797,M54255+P54255,M54255,P54255,,,Henrys Dream Distributors,,507 Broadway St ,Houston,TX,77012,(713) 728-3333,2019-12-09,,,40,4026,Very Small,29.72245154,-95.27813846,,,,N,2026-08-24,N,Inactive,2025-09-11,Henrys Dream Distributors,Henrys Dream Distributors,20191209,,,,,,,,,,,,,,,,,,,,,,
6163849,M54259+P54259,M54259,P54259,,,Maestri d'Italia Inc.,,480 Oberlin Avenue South Unit B,Lakewood,NJ,08701,(415) 527-7460,2021-11-15,Meat Processing; Poultry Processing,,80,8012,Small,40.070387013289,-74.187353036454,Ocean County,34029,,N,2026-08-24,N,Active,,Maestri d'Italia Inc.,Maestri d'Italia Inc.,20211115,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
6163855,M54260+P54260,M54260,P54260,,,Chef Kern's Wholesale LLC,081064155,"3060 Keith Bridge Road, Suite 8 ",Cumming,GA,30041,(770) 889-8800,2019-04-22,Meat Processing; Poultry Processing,,85,8507,Small,34.253342144309,-84.081280885302,Forsyth County,13117,,N,2026-08-24,N,Active,,Chef Kern's Wholesale LLC,Chef Kern's Wholesale LLC,20190422,,,,,Yes,,,,,,Yes,,3,,,,,,,,,
6163881,M54261+P54261,M54261,P54261,,,Global Appetizers Inc.,,4 Jill Court Unit 1-2,Hillsborough,NJ,08844,(646) 701-1007,2021-07-20,Meat Processing; Poultry Processing,,80,8012,Very Small,40.492116017496,-74.640394986905,Somerset County,34035,,N,2026-08-24,N,Active,,Global Appetizers Inc.,Global Appetizers Inc.,20210720,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
6163900,M54263+P54263,M54263,P54263,,,"Kerry, Inc",,176 Diana Way ,Commerce,GA,30529,(706) 870-9955,2021-09-13,Meat Processing; Poultry Processing,,85,8517,Small,34.266100993504,-83.459280973049,Banks County,13011,,N,2026-08-24,N,Active,,"Kerry, Inc","Kerry, Inc",20210913,,,,,Yes,,,,,,Yes,,3,,,,,,,,,
6163940,M54265,M54265,,,,Bok Ventures,,4420 NE 20th Avenue  STE H&I ,Fort Lauderdale,FL,33308,(954) 599-0546,2019-04-08,,,85,8535,Very Small,26.18251298,-80.12018899,Broward County,12011,,N,2026-08-24,N,Inactive,2024-03-29,Bok Ventures,Bok Ventures,20190408,,,,,,,,,,,,,,,,,,,,,,
6163943,M54267+P54267,M54267,P54267,,,"HeBo Family Foods, Inc.",118142699,60 Bath Street ,Providence,RI,02908,(508) 695-4326,2019-05-10,Meat Processing; Poultry Processing,,60,6029,Very Small,41.831679009754,-71.42504202734,Providence County,44007,,N,2026-08-24,N,Active,,"HeBo Family Foods, Inc.","HeBo Family Foods, Inc.",20190510,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
6163981,M54269+P54269+V54269,M54269,P54269,V54269,,DuFour Gourmet,,4337 9th Street ,Long Island City,NY,11101,(718) 440-8960,2021-08-02,Certification - Export; Meat Processing; Poultry Processing,DuFour Gourmet,60,6017,Very Small,40.751554821968,-73.950358579843,Queens County,36081,,N,2026-08-24,N,Active,,DuFour Gourmet,DuFour Gourmet,20210802,,,,,Yes,,,,,Yes,Yes,,2,,Alternative 3,,,,,,,
1210,M5427,M5427,,,,Marie Poggi Ravioli,,193 Lincoln Avenue ,Vineland,NJ,08360,(856) 692-4784,2016-08-09,Meat Processing,,80,8013,Very Small,39.504323019415,-74.937530017894,Atlantic County,34001,,N,2026-08-24,N,Active,,Marie Poggi Ravioli,Marie Poggi Ravioli,20160809,,,,,Yes,,,,,Yes,,,2,,,,,,,,,
6163990,M54271,M54271,,,,Beef and Bacon,,2887 McGee Chapel Rd ,Calhoun,KY,42327,(270) 929-0280,2026-04-02,Meat Processing; Meat Slaughter,,90,9002,Very Small,37.617870059925,-87.473926845323,McLean County,21149,,N,2026-08-24,N,Active,,Beef and Bacon,Beef and Bacon,20260402,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
1211,M5430+V5430,M5430,V5430,,,Bierig Brothers Inc.,,3539 Reilly Court ,Vineland,NJ,08360,(856) 691-9765,2022-02-09,Certification - Export; Identification - Meat; Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Processing - Poultry,,80,8013,Small,39.538817987563,-75.054347009889,Cumberland County,34011,,N,2026-08-24,N,Active,,Bierig Brothers Inc.,Bierig Brothers Inc.,20220209,,,,Yes,Yes,Yes,,,,Yes,,,3,2,,,,,,,,
1213,M5439,M5439,,,,Kleemeyer & Merkel Inc.,,68 Britten Road P.O. Box 204,Green Village,NJ,07935,(973) 377-0875,2020-06-26,Meat Processing; Meat Slaughter,Green Village Packing Co.,80,8016,Small,40.73543399141,-74.44370097222,Morris County,34027,,N,2026-08-24,N,Active,,Kleemeyer & Merkel Inc.,Green Village Packing Co.,20200626,,,,Yes,Yes,Yes,,,,Yes,,,3,3,,,,,,,,
6164451,M544+P544+V4002,M544,P544,V4002,,Legacy Turkey,,1129 Main Street East ,Melrose,MN,56352,(320) 222-9750,2026-04-20,Certification - Export; Meat Processing; Poultry Processing; Poultry Slaughter,Hormel Foods Corporation; Jennie-O Turkey Store,25,2503,Large,45.676256998291,-94.793987988864,Stearns County,27145,,N,2026-08-24,N,Active,,Legacy Turkey,Hormel Foods Corporation,20260420,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,5,5,,,1,,,,2025-06-29,2026-06-27
1215,M5444,M5444,,,,Gardella's Ravioli Co. & Italian Deli LLC,20-3421030,527 S. Brewster Road & Janet Street ,Vineland,NJ,08360,(856) 697-3509,2014-08-12,Meat Processing,,80,8013,Very Small,39.508190010445,-74.974239987775,Atlantic County,34001,,N,2026-08-24,N,Active,,Gardella's Ravioli Co. & Italian Deli LLC,Gardella's Ravioli Co. & Italian Deli LLC,20140812,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
1216,M5447+P20142,M5447,P20142,,,Los Galleguitos,,147 48th Street ,Union City,NJ,7087,(201) 865-4658,1992-03-20,,Los Galleguitos,80,8016,Very Small,40.77969601,-74.01804798,Hudson County,34017,,N,2026-08-24,N,Inactive,2025-07-03,Los Galleguitos,Los Galleguitos,19920320,,,,,,,,,,,,,,,,,,,,,,
1218,M5452,M5452,,,,Licini Brothers Food Company LLC,,907 West Street ,Union City,NJ,07087,(201) 446-7602,2018-01-11,Meat Processing,Licini Bros. Provisions,80,8016,Very Small,40.75853200199,-74.040260023456,Hudson County,34017,,N,2026-08-24,N,Active,,Licini Brothers Food Company LLC,Licini Bros. Provisions,20180111,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
5941,M546+P11038,M546,P11038,,,"Ameristar Meats, Inc.",,210 S. McKinnon Road ,City of Spokane Valley,WA,99212,(509) 535-2044,2020-01-02,Meat Processing; Poultry Processing,Stock Yard; Us Foods,15,1525,Small,47.655177986089,-117.332829990114,Spokane County,53063,,N,2026-08-24,N,Active,,"Ameristar Meats, Inc.",Stock Yard,20200102,,,,,Yes,,,,,Yes,,,5,,Alternative 3,,,,,,,
6164384,M54628+P54628,M54628,P54628,,,Metz Culinary Management,,1540 Northgate Blvd. ,Sarasota,FL,34234,(941) 202-3512,2020-09-02,Meat Processing; Poultry Processing,,85,8533,Very Small,27.373238390951,-82.539730035951,Sarasota County,12115,,N,2026-08-24,N,Active,,Metz Culinary Management,Metz Culinary Management,20200902,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
6166645,M54629,M54629,,,,"Deano's Pastacia, Inc.",,15 Garfield Avenue ,Somerville,MA,02145,(617) 623-0013,2024-01-09,Meat Processing,"Original Gourmet Creations, Inc.",60,6008,Small,42.389845532547,-71.085355007595,Middlesex County,25017,,N,2026-08-24,N,Active,,"Deano's Pastacia, Inc.","Original Gourmet Creations, Inc.",20240109,,,,,Yes,,,,,Yes,,,1,,,,,,,,,
6166659,M54630+P54630,M54630,P54630,,,"Rizzo's Malabar Inn, Inc.",014004402,126 Rizzo Road ,Crabtree,PA,15624,(724) 433-1747,2025-02-10,Meat Processing; Poultry Processing,,60,6013,Very Small,40.362800015306,-79.473313018434,Westmoreland County,42129,,N,2026-08-24,N,Active,,"Rizzo's Malabar Inn, Inc.","Rizzo's Malabar Inn, Inc.",20250210,,,,,Yes,,,,,,Yes,,2,,,,,,,,,
9242,M546A+P11038A,M546A,P11038A,,,"Ameristar Meats, Inc",,1024 Andover Park East ,Tukwila,WA,98188,(206) 575-2361,2003-10-03,,Stock Yards; US Foods,15,1526,Small,47.44643,-122.250338,King County,53033,,N,2026-08-24,N,Inactive,2023-12-04,"Ameristar Meats, Inc",Stock Yards,20031003,,,,,,,,,,,,,,,,,,,,,,
1223,M5476+P5476,M5476,P5476,,,G&M Co.,,55 University Avenue ,Newark,NJ,07102,(973) 642-2422,2021-11-10,Meat Processing,US Beef Co.,80,8016,Very Small,40.745678982113,-74.172261000691,Essex County,34013,,N,2026-08-24,N,Active,,G&M Co.,US Beef Co.,20211110,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
1224,M5477+P5477,M5477,P5477,,,"Unity Beef Sausage Co., Inc.",,43-47 University Avenue ,Newark,NJ,07102,(973) 624-4847,2018-03-27,Meat Processing,Unity Beef; Unity Brand Halal Co.; Unity Brand Halal Products; Unity Brand Products,80,8016,Very Small,40.745954998185,-74.17201700349,Essex County,34013,,N,2026-08-24,N,Active,,"Unity Beef Sausage Co., Inc.",Unity Beef,20180327,,,,,Yes,,,,,Yes,Yes,,3,,,,,NA,NA,,2025-06-29,2026-06-27
1227,M5484,M5484,,,,Lopes Sausage Co.,,304 EWalnut Street ,Newark,NJ,07105,(973) 334-4306,2018-09-04,Meat Processing,Taste of Spain INC.,80,8016,Very Small,40.726244994777,-74.161224967875,Essex County,34013,,N,2026-08-24,N,Active,,Lopes Sausage Co.,Taste of Spain INC.,20180904,,,,,Yes,,,,,Yes,,,3,,Alternative 3,,,,,,,
1228,M5486,M5486,,,,C&H Veal Co.,,77 Goble Street ,Newark,NJ,7114,(973) 824-4770,2002-03-04,,Jersey Prime Beef Co.,80,8016,Very Small,40.71849802,-74.17453803,Essex County,34013,,N,2026-08-24,N,Inactive,2023-10-12,C&H Veal Co.,Jersey Prime Beef Co.,20020304,,,,,,,,,,,,,,,,,,,,,,
1229,M5489+P5489,M5489,P5489,,,"New Jersey Veal Co., Inc.",,43 Franklin Avenue P.O Box 1,Garfield,NJ,07026,(973) 478-8311,2021-07-26,Meat Processing; Poultry Processing,Christopher Quality Distributors Inc.,80,8023,Very Small,40.879171980023,-74.117282002288,Bergen County,34003,,N,2026-08-24,N,Active,,New Jersey Veal Co,Christopher Quality Distributors Inc.,20210726,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,1,2025-06-29,2026-06-27
6164462,M548A+V548A,M548A,V548A,,,Yosemite Foods Inc.,,"4221 E. Mariposa Road, Suite A ",Stockton,CA,95215,(209) 990-5400,2022-03-10,Certification - Export; Meat Processing; Meat Slaughter,,05,0509,Small,37.93118999709,-121.221235022518,San Joaquin County,06077,,N,2026-08-24,N,Active,,Yosemite Foods Inc.,Yosemite Foods Inc.,20220310,,,,Yes,Yes,Yes,,,,Yes,,,5,4,,,,,,,,
12264,M549+P549,M549,P549,,,"Tyson Foods, Inc.",006903702,3424 Cambridge ,Springdale,AR,72762,(479) 290-4936,2017-12-14,Meat Processing; Poultry Processing,,35,3512,Small,36.154640757551,-94.152295800928,Washington County,05143,,N,2026-08-24,N,Active,,Tyson Foods,Tyson Foods,20171214,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 2 Choice 2,,,,,,,
1230,M5495+P5495,M5495,P5495,,,Saker Shoprites Inc,,1911 Pennsylvania Avenue ,Linden,NJ,07036,(908) 925-1550,2018-07-31,Meat Processing; Poultry Processing,Dearborn Farms; Dearborn Markets; World Class International Kitchens; World Class Kitchens,80,8020,Small,40.648876005155,-74.232338040244,Union County,34039,,N,2026-08-24,N,Active,,Saker Shoprites Inc,Dearborn Farms,20180731,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,,,
1666,M5497+V5497,M5497,V5497,,,Adams Farm Slaughterhouse LLC,142304369,854 Bearsden Rd ,Athol,MA,01331,(978) 249-9441,2022-02-18,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,60,6008,Small,42.595398171151,-72.200205043051,Worcester County,25027,,N,2026-08-24,N,Active,,Adams Farm Slaughterhouse LLC,Adams Farm Slaughterhouse LLC,20220218,,,,Yes,Yes,Yes,,,,Yes,,,4,2,,,,,,,,
1231,M5498+P5498,M5498,P5498,,,"Caesar's Pasta, LLC",,1001 Lower Landing Road ,Blackwood,NJ,8012,(609) 227-2585,1994-09-19,,Caesars Pasta,80,8012,Small,39.81722849,-75.08060956,Camden County,34007,,N,2026-08-24,N,Inactive,2024-05-09,"Caesar's Pasta, LLC",Caesars Pasta,19940919,,,,,,,,,,,,,,,,,,,,,,
5598,M550+P18178+V18178,M550,P18178,V18178,,Sterling Pacific Meat Co.,,6114 Scott Way ,Commerce,CA,90040,(323) 838-9400,2016-06-21,Food Inspection; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry,,05,0514,Small,33.979385003438,-118.149570011603,Los Angeles County,06037,,N,2026-08-24,N,Active,,Sterling Pacific Meat Co,Sterling Pacific Meat Co,20160621,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,1,2025-06-29,2026-06-27
3641,M5500+P5500,M5500,P5500,,,"Tyson Prepared Foods, Inc.",,521 S Main St ,Hutchinson,KS,67501,(620) 669-8761,2020-04-14,Meat Processing; Poultry Processing,"TSD Sales and Distribution; Tyson Foodservice; Tyson Sales & Distribution, Inc.",35,3509,Small,38.045049979372,-97.932662040895,Reno County,20155,,N,2026-08-24,N,Active,,"Tyson Prepared Foods, Inc.",TSD Sales and Distribution,20200414,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
2600,M5502,M5502,,,,Ruwaldt Packing Co.,,6510 E. Ridge Rd. ,Hobart,IN,46342,(219) 942-2911,2021-10-15,Meat Processing; Meat Slaughter,,50,5013,Small,41.551121581137,-87.257382565763,Lake County,18089,,N,2026-08-24,N,Active,,Ruwaldt Packing Co.,Ruwaldt Packing Co.,20211015,,,,Yes,Yes,Yes,,,,Yes,,,4,3,,,,,,,,
3642,M5503+P5503,M5503,P5503,,,Fritz's Superior Sausage Co.,,10326 State Line ,Leawood,KS,66206,(913) 381-4618,2021-10-06,Meat Processing; Poultry Processing,Fritz's Smoked Meats; Fritz's Superior Sausage Co Inc.; Sambol Packing Company Inc.; Superior Meat and Sausage Company; Superior Sausage Company,35,3507,Very Small,38.940356010078,-94.609511017152,Johnson County,20091,,N,2026-08-24,N,Active,,Fritz's Superior Sausage Co.,Fritz's Smoked Meats,20211006,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
3643,M5505+P107,M5505,P107,,,Conagra Brands (Conagra Foods Packaged Foods LLC),828688189,204 Vine Street ,Macon,MO,63552,(660) 385-8316,2018-02-12,Meat Processing; Poultry Processing,,35,3506,Small,39.737422992353,-92.47039903536,Macon County,29121,,N,2026-08-24,N,Active,,Conagra Brands (Conagra Foods Packaged Foods LLC),Conagra Brands (Conagra Foods Packaged Foods LLC),20180212,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
3360,M5511,M5511,,,,"Gibbon Packing, LLC",967457925,218 East HWY 30 ,Gibbon,NE,68840,(308) 468-5771,2019-12-19,Meat Processing; Meat Slaughter,"American Foods Group, LLC",15,1512,Large,40.752920988366,-98.837271984125,Buffalo County,31019,,N,2026-08-24,N,Active,,"Gibbon Packing, LLC","American Foods Group, LLC",20191219,,,,Yes,Yes,Yes,,,,Yes,,,5,4,,,,,,,,
1972,M5516+P5516,M5516,P5516,,,"SFC Global Supply Chain, Inc.",,1910 Fair Road ,Sidney,OH,45365,(937) 498-4511,2020-06-18,Meat Processing; Poultry Processing,,50,5032,Small,40.268929856147,-84.178584667259,Shelby County,39149,,N,2026-08-24,N,Active,,"SFC Global Supply Chain, Inc.","SFC Global Supply Chain, Inc.",20200618,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
3644,M5520+P5520+V5520,M5520,P5520,V5520,,Nordic Foods Inc.,,4747 Speaker Road ,Kansas City,KS,66106,(913) 281-1167,1982-06-08,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,35,3507,Small,39.094888621691,-94.686665421657,Wyandotte County,20209,,N,2026-08-24,N,Active,,Nordic Foods Inc.,Nordic Foods Inc.,19820608,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
7067,M5526+P5526,M5526,P5526,,,"Reinhart FoodService, LLC",,1600 St. James Street ,LaCrosse,WI,54603,(608) 782-2660,2005-01-31,,Performance Foodservice,25,2522,Small,43.83649002,-91.23439999,La Crosse County,55063,,N,2026-08-24,N,Inactive,2025-04-14,"Reinhart FoodService, LLC",Performance Foodservice,20050131,,,,,,,,,,,,,,,,,,,,,,
6168417,M5526A+P5526A,M5526A,P5526A,,,"Reinhart Foodservice, LLC",,1130 Industrial Avenue ,West Salem,WI,54669,(608) 793-9433,2025-07-29,Meat Processing; Poultry Processing,,25,2522,Small,43.8974954699,-91.069808352635,La Crosse County,55063,,N,2026-08-24,N,Active,,"Reinhart Foodservice, LLC","Reinhart Foodservice, LLC",20250729,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
6166922,M553+P553,M553,P553,,,"NationsMarket, LLC",,2401 SW 34TH Ave ,Pembroke Park,FL,33023,(877) 439-2665,2022-12-20,Meat Processing; Poultry Processing,,85,8535,Small,25.989134855105,-80.178103619038,Broward County,12011,,N,2026-08-24,N,Active,,"NationsMarket, LLC","NationsMarket, LLC",20221220,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
3362,M5533+P5533+V5533,M5533,P5533,V5533,,"West Liberty Foods, LLC",,207 W. Second Street ,West Liberty,IA,52776,(319) 627-6000,2022-05-11,Certification - Export; Meat Processing; Poultry Processing; Poultry Slaughter,Iowa Turkey Growers Coop,25,2505,Large,41.569267982416,-91.266211993651,Muscatine County,19139,,N,2026-08-24,N,Active,,West Liberty Foods,Iowa Turkey Growers Coop,20220511,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,5,4,Alternative 3,,1,,,,2025-06-29,2026-06-27
3645,M5536+P5536,M5536,P5536,,,"Banner Creek, LLC",,619 East 4th St. ,Holton,KS,66436,(785) 364-3126,2020-07-15,Meat Processing; Meat Slaughter,Johnsonville; Sustainable Swine Resources,35,3507,Small,39.462030995387,-95.727017026267,Jackson County,20085,,N,2026-08-24,N,Active,,"Banner Creek, LLC",Johnsonville,20200715,,,,Yes,Yes,Yes,,,,Yes,,,5,4,,,,,,,,
3363,M5537,M5537,,,,Sioux-Preme Packing Co.,,4241 US 75 Ave ,Sioux Center,IA,51250,(712) 722-2555,2020-06-11,Meat Processing; Meat Slaughter,"Coleman Natural Foods; Maxi Margo; Natural Food Holdings; Niman Ranch, Inc; Perdue Premium Meat Company, LLC; Prairie Grove Farms of Iowa, LLC; Sioux-Preme Pork Products",25,2523,Small,43.03502400547,-96.176714010619,Sioux County,19167,,N,2026-08-24,N,Active,,Sioux-Preme Packing Co.,Coleman Natural Foods,20200611,,,,Yes,Yes,Yes,,,,Yes,,,5,4,,,,,,,,
3646,M5538+P5538,M5538,P5538,,,"General Mills, Inc.",,#1 Red Devil Rd ,Hannibal,MO,63401,(573) 221-9420,2017-05-11,Meat Processing; Poultry Processing,"General Mills, Inc",35,3506,Small,39.681267007106,-91.412262968445,Ralls County,29173,,N,2026-08-24,N,Active,,"General Mills, Inc.","General Mills, Inc",20170511,,,,,Yes,,,,,,,,5,,,,,,,,,
